Review Number,Review Text,Store
184,Super efficient and so well looked after service,Lidl
185,Better than reasonably priced and a good selection .,Lidl
186,The quality of food is low grade. I prefer ALDI any day.,Lidl
187,"Good price, but I missing more fresh fruits and vegetables",Lidl
188,Good variety of products. Not very crowded.,Lidl
189,Lovely staff but misses vegetarian and vegan yogurts :(,Lidl
190,"It's lidl. AND lidl is awesome. This branch is busier in the morning, visit after 2pm. Great in store bakery.",Lidl
191,A bit crowdy and little. But there's everything what people need. Friendly staff...,Lidl
192,Staff were very friendly and helpful love the new outlay,Lidl
193,It's very crowded and they don't accept digital identification.,Lidl
194,"Have no complains, I could buy everything in my shopping list and more",Lidl
195,"Thomas store lidl is alright,not enough level of groceries are always available",Lidl
196,Who doesn't love a lidl? Only criticism was that my carrots tasted odd. Love the bakery,Lidl
197,Not the best experience in a Lidl - I buy lunch items almost every day from this particular Lidl and there seem to be long queues almost every lunchtime.,Lidl
198,"A whole new look added too lidi Thomas Street
Airy bright clean",Lidl
199,Have all you need. Fast to get in and out with a car park right beside it,Lidl
200,"Boring Anne went in, did her shopping,  charged for 2 pineapples when I only bought 1, then came home.  😜😊🤗😂 …",Lidl
201,This place looks like a bomb hit it. Period. Don't go there.,Lidl
202,Cheap good products. Reasonable price in Dublins city centre..,Lidl
203,Some really good deals but the staff are not really friendly.,Lidl
204,Amazing place. Found some good stuff in there.,Lidl
205,Best Lidl have been in very helpful staff and great choice of products,Lidl
206,Not happy it not first time,Lidl
207,Not bad for the price.  Some items out of stock.,Lidl
208,Nice staff very helpful,Lidl
209,I always find it a convenient. Very helpful staff,Lidl
210,"Great shop, great food and great prices, ta da!!! 🥰💚 …",Lidl
211,"Not a full size lidls, but has most thing's, lovely staff",Lidl
212,Handy on the way home to drop in and pick up a few bits good prices 😊 …,Lidl
213,Nice clean easy to navigate can be quite cramped at the tills,Lidl
214,Great prices and a decent selection of food and more,Lidl
215,Good lots to offer in store,Lidl
216,Student friendly price + good quality and fresh products + clean,Lidl
217,"Friendly staff, and the store has a wide range of local, international and organic foods and drinks, suitable for any budget",Lidl
218,Not to good deals not there when prices wrong,Lidl
219,Like any other lidle well stocked friendly staff,Lidl
220,"Its not to big,dont have all the stuff you find on bigger lidls. Great staf.",Lidl
221,Shopping's great but sometimes long queue and no facility to push trolley outside to car,Lidl
222,"Well stocked (apart from no hand sanitizer), clean",Lidl
223,Brilliant new store plenty of room will be back 😀 …,Lidl
224,Best prices and offers but a bit crowded.,Lidl
225,"Love Lidl but in this one everything you look for is constantly sold out. In addition, always packed",Lidl
226,Little shop. Long queues to pay. They need more space and cashiers.,Lidl
227,Convenient - small Lidl and busy - but handy and well organised.,Lidl
228,Wonderful place to shop  great staff,Lidl
229,"It is a good sjop,but unfortunately out of eggs",Lidl
230,Lidl is a great place with good quality for value but this particular branch was a little lacking.,Lidl
231,All went well. Staff lovely.xxxx,Lidl
232,"Cheap groceries of good quality, 50% cheaper than Dunnes etc",Lidl
233,"Standard lidl, good value avoid between 4-6 as can be quite busy",Lidl
234,"At Thomas street they are undergoing renovation now ,but you can still get your desired products",Lidl
235,"Great value Supermarket, best in Ireland.",Lidl
236,"Decent Lidl store with nice staff, let down by the long queues at the checkout and the drunks purchasing alcohol in the shop and being allowed drink it directly outside the door.",Lidl
237,Variety and prices you don't easily find in Dublin. Helpful staff.,Lidl
238,prices should be checked in the register,Lidl
239,"The place is very disorganized and many boxes with merchandise in the floor, also you couldn't find a big variety of products.",Lidl
240,Efficient and friendly staff and very affordablw prices,Lidl
241,Good offers but not great assortment,Lidl
242,"Good place for shopping, fast check out.",Lidl
243,Best customer service ever.  Love this shop.,Lidl
244,"Aways good products, ok variety and good price.",Lidl
245,Much better now it's been renovated,Lidl
246,It's just ok it's always black not enough room walking around,Lidl
247,Good selection of food and decently priced,Lidl
248,"Small, good looking supermarket with friendly staff and a small German touch.",Lidl
249,All on one can't go wrong shopping in lidl and with lidl plus card just 👍👍👍👍🤙 …,Lidl
250,Great especially during the French food week ;),Lidl
251,Great place. Great prices. Great staff. Welldone Lidl,Lidl
252,Nice staff. But the queue too long,Lidl
253,Very busy now with all the new residents,Lidl
254,Huge choice of goods and great prices.,Lidl
255,Lovely store all ur needs met.,Lidl
256,Good staff also great bargains,Lidl
257,Great variety of products and good prices,Lidl
258,Great shopping experience at good prices.,Lidl
259,Nice place to shop sometimes under staffed on busy periods,Lidl
260,Good prices and selection. Kind of a dodgy neighbourhood.,Lidl
261,Cheapest super market in Dublin.  Also some times they have products from someone countries as Spain or Italy,Lidl
262,Lidl offers all the house hold things and food items for a very cheap price,Lidl
263,An affordable place for home shopping ..mainly for groceries 🥕🍌🍓🥑🥦🥒🍞🥚 …,Lidl
264,Ok place and staff but full of junkies around it,Lidl
265,"It's Lild, just be aware of the peak times... Queues for the cashier may be overwhelming!",Lidl
266,Staff very helpful and friendly,Lidl
267,Very good 👍 👏 I liked. …,Lidl
268,"A lidl like the other ones.
Good bread. Also if it is exposed with no protection",Lidl
269,Overpriced and less materials available,Lidl
270,Groceries are super cheap but the custard and muscovado plaits are gone and I'm sad.,Lidl
271,"Decent little mart, cheap sandwiches. They have spirits behind the counter.",Lidl
272,Cheap market with a great variety of product. Long queues.,Lidl
273,It's good but normally crowdy,Lidl
274,"The lovely small shop, located in the heart of the city.",Lidl
275,Never have enough shopping tills open always bug ques which leaves you waiting ages,Lidl
276,It provides everythings You need but it's always overcrowded!,Lidl
277,Its grand. Feels like not as spacious as other stores though.,Lidl
278,Good cheap food and welding equipment 😂 …,Lidl
279,Good place to buy your groceries.,Lidl
280,One of the smallest Lidls in Ireland. There are lon queues and sometimes many products are missing.,Lidl
281,Needs to implement self check out machines to avoid long queues.,Lidl
282,"Few times I bought Veggies and fruits that was rotten, some of staff members very rude",Lidl
283,Great for quick shop for lunch.,Lidl
284,"Try to go there in early hours of the day, because after that everything is messy and you'll probably won't be able to find all you're looking for.",Lidl
285,Always busy and store very cramped especially when queuing for till.,Lidl
286,It's OK but queues sometimes way to long.,Lidl
287,"Great stock, staff,and prices,",Lidl
288,I.am from this amazing area also known as the liberties,Lidl
289,nice products but too much expensive for me,Lidl
290,No cashier enough or no many staff during the busy time .,Lidl
291,Excellent and a joy to shop there,Lidl
292,Baked goods and best bargain prices,Lidl
293,Excellent Staff and quality of goods.,Lidl
294,A small express supermarket. Always busy but great yogurt selection,Lidl
295,Busy place also nice and compact,Lidl
296,It OK. the drucks out is annoying doh,Lidl
297,They removed small trails. So annoying now,Lidl
298,Cheap and most of the time nice people!¡,Lidl
299,Good store. Friendly staff,Lidl
300,Great prices for great quality groceries.,Lidl
301,"Its got lots of items to choose from, friendly staff",Lidl
302,"I love Lidl, vegies and fruits always fresh.",Lidl
303,Love there weekly deals,Lidl
304,Best prices in town!,Lidl
305,Does anyone know if Lydls on thomas street open?,Lidl
306,"Seems smaller than normal Lidl, but has all the essentials.",Lidl
307,"Great products, good offers.",Lidl
308,Veggies are better than dunnes stores and tesco,Lidl
309,Cheap goods and excellent quality.,Lidl
310,Quite messy. Limited assortment. If you can go elsewhere it's probably worth it.,Lidl
311,Not great for parking. Otherwise goos,Lidl
312,Busy place nice staff,Lidl
313,Frech food and good value....,Lidl
314,Lidl is good place if you want to save money,Lidl
315,Plenty of choice. Fast till operations,Lidl
316,Great place and staff is amazing,Lidl
317,It is a few small and some woman staff are impolite,Lidl
318,Great selection low price,Lidl
319,Nice Lidl offering good value,Lidl
320,Crowded but we'll maintain ed,Lidl
321,Terrible queues everyday and not enough cashiers working,Lidl
322,Very good service and fast,Lidl
323,Jammed almost every day after business hours.,Lidl
324,Best place to do grocery and household shopping,Lidl
325,Staff is very polite and accomodating,Lidl
326,Great value for your money,Lidl
327,Big enough for most needs.,Lidl
328,"It is a small supermarket, but it has everything we normally need.",Lidl
329,Love it so cheap xx,Lidl
330,The selection is not as good as Moore st shame,Lidl
331,Good discount supermarket.  Usually busy.,Lidl
332,Bit of a manic shop and queues can be quite long.,Lidl
333,This liddle don't have oat milk anymore.,Lidl
334,I don't really like this Lidl. Weird layout and a bit cramped.,Lidl
335,Big shop and hardly has anything any moderate Lidl shop has,Lidl
336,"Nice and clean, good prices",Lidl
337,It was fast and easey to shop,Lidl
338,Good quality and service 👍👍 …,Lidl
339,Good place loads to find,Lidl
340,Have some good deals,Lidl
341,"NIce place,  good prices",Lidl
342,not the cleanest shop in Ireland but it makes the job,Lidl
343,"Great bargains, great prices.",Lidl
344,A great place for deals,Lidl
345,They have NO humus and guacamole,Lidl
346,Everything is in the one shop for all your needs,Lidl
347,Too many empty shelves,Lidl
348,Always busy,Lidl
349,For all your shopping needs in Thomas st,Lidl
350,Good quality/price,Lidl
351,Cheap compared to all other supermarkets,Lidl
352,Great great value fantastic,Lidl
353,Great place to shop,Lidl
354,Run of the mill standard Lidl which is always good.,Lidl
355,"Handy, good quality/price",Lidl
356,"Excellency
Brilliant ☕ to chill:) 🍉 …",Lidl
357,It has everything you could need,Lidl
358,Lady at the till very rude and awkward,Lidl
359,Great choices,Lidl
360,Their all the same..nothing special.,Lidl
361,Looked like they were ransacked.,Lidl
362,Didn't have what I wanted,Lidl
363,Well set out shop,Lidl
364,Great low prices,Lidl
365,Love lidl get prices,Lidl
366,Has most of the basics you'd need in a supermarket,Lidl
367,Cheap need more staff,Lidl
368,Great place to shop,Lidl
369,Everything you want to eat and cheap,Lidl
370,Supermarkets very cheap and with good quality,Lidl
371,Easy  lovely nice,Lidl
372,Grand and resonably priced,Lidl
373,Not the same since renovation.,Lidl
374,"Smaller lidl, crowded, no parking.",Lidl
375,Cheap. Clean. Plenty of goods.,Lidl
376,"Supermarket, colourful characters in the neighbourhood.",Lidl
377,Cramped. Dirty. A bit smelly.,Lidl
378,Nice good for shopping,Lidl
379,Staff grand. No vegan food.,Lidl
380,Good place for shipping,Lidl
381,Mmmmmm great food,Lidl
382,Way too many people,Lidl
383,One of the cheapest supermarkets to do your grocery shopping.,Lidl
384,cheap n too many products,Lidl
385,Always cheap price.,Lidl
386,"Nunu,and paddy love lidl",Lidl
387,Lovely spacious shop,Lidl
388,Best price ever,Lidl
389,Staff are very helpful,Lidl
390,Nice place for shopping,Lidl
391,Too small for amount of people,Lidl
392,Always find what I need,Lidl
393,Grand not bad,Lidl
394,Cheap good selection,Lidl
395,Always a good idea,Lidl
396,Not enough on check outs,Lidl
397,Good lidl and really convenient,Lidl
398,Great value,Lidl
399,Great service 👏 👍 …,Lidl
400,Not too crowdy,Lidl
401,The best supermarket ever!,Lidl
402,Good one,Lidl
403,"An usual Lidl, you can find whatever you need",Lidl
404,I love it,Lidl
405,Very good,Lidl
406,Can't go wrong in Lidl,Lidl
407,Very goid products,Lidl
408,Love shoppers in Lidl 👍 …,Lidl
409,Great cheap shopping,Lidl
410,All under one roof,Lidl
411,Grand ye,Lidl
412,Fun place,Lidl
413,Small lidl. Always queue.,Lidl
414,Great 👍 …,Lidl
415,One of the worst lidl in Dublin.,Lidl
416,Great prices!,Lidl
417,Not too busy,Lidl
418,You get what you pay for,Lidl
419,Cheapest place in town,Lidl
420,What you'd expect in a Lidl,Lidl
421,A Supermarket in Dublin near Guiness Storehouse,Lidl
422,Smaller than others,Lidl
423,I wasn't in your store,Lidl
424,Its fierce fine,Lidl
425,Too long que!!!,Lidl
426,Good value,Lidl
427,Great and cheap supermarket,Lidl
428,Cheap and cheerful :),Lidl
429,A really lovely Lidl.,Lidl
430,Value for money.,Lidl
431,Great bakery.,Lidl
432,Always a long long queue,Lidl
433,Very pleasant,Lidl
434,Nice prices,Lidl
435,Good value,Lidl
436,It's a supermarket. End of.,Lidl
437,Good offers,Lidl
438,Lovely staff,Lidl
439,good staff!,Lidl
440,Great bargains,Lidl
441,Small and crowded.,Lidl
442,All your needs,Lidl
443,"Best, I like it",Lidl
444,Everything you need,Lidl
445,nice price,Lidl
446,Good enough,Lidl
447,Cheap and big,Lidl
448,Well organised,Lidl
449,Love it,Lidl
450,Brilliant shop,Lidl
451,Ok,Lidl
452,Not impressed,Lidl
453,Service slow,Lidl
454,Fantastic,Lidl
455,I like lidl deals,Lidl
456,Was not there,Lidl
457,Its Lidl.,Lidl
458,Good,Lidl
459,Great,Lidl
460,Excellent,Lidl
461,Good,Lidl
462,Good,Lidl
463,Cheap cheap cheap!,Lidl
464,Kip!!,Lidl
465,Perfect,Lidl
466,Excellent,Lidl
467,Its grand.,Lidl
468,Beers deals,Lidl
469,It's lidl. Wisiwyg,Lidl
470,Cheap,Lidl
471,Standard,Lidl
472,Lovely supermarket,Lidl
473,Classic Lidl.,Lidl
474,Cheap,Lidl
475,Supermarket what can I say,Lidl
476,junkie spot,Lidl
477,It's a Lidl.,Lidl
478,It's a Lidl..,Lidl
479,Regural Lidl,Lidl
480,"I think it's a large supermarket that many locals go to. Tesco in downtown Dublin is small, but this one slightly outside is larger and has a lot of variety. The difference is especially big with beer! It's worth going shopping",Lidl
481,Very well stocked supermarket. The best in this area of ​​Dublin. The oven department has an excellent quality/price ratio. And as an Italian I have to say that Lidl's bronze-drawn pasta isn't bad either. 5 stars.,Lidl
482,"Well maintained store. Wide range available. Staff was very helpful and friendly. No gluten-free or lactose-free products available.
Vegetables and fruits are very fresh.",Lidl
483,"Typical Lidl, it has everything and at a good price.
It also has a coffee machine and security.",Lidl
484,"Good discount. Excellent base for tourists.
Advised",Lidl
485,"High quality products at the right price, very good selection of red meats and Bakery, always fresh fruit and vegetables, this supermarket is a guarantee!",Lidl
486,"Great products, there are always promotions, and even without promotions the prices are infinitely cheaper than in Brazil even when converting.",Lidl
487,"What is most impressive is the pace of renovation work. I sincerely admire all this coordination with rearranging products, etc. The management staff and ""rank and file"" employees are at the highest level. Congratulations! :-)",Lidl
488,"The usual business where you are happy to enter also because it has the same items as in Italy. Good assortment and good value for money, always worth taking a look as I do in Italy at the no food section where you can often find things at excellent prices.",Lidl
489,10/10 best offers lan - 4ct discount simply thick - abda!,Lidl
490,The price is not indicated on all products. It is very uncomfortable for a new buyer. The price policy is somewhat overstated.,Lidl
491,"Decent bakery area for breakfast.
However, a terrible checkout hostess and staff passing in front of us at the checkout without apologizing or without a word to anyone.
Staff should learn the basics of business.",Lidl
492,"Good, pretty and, if you're lucky, with 30% discount items such as beef, salads or hake fillets. Much cheaper than Tesco and with some products even more than at Dealz. Personal recommendation: the 1 kilogram lasagna for 3 euros, quite filling and takes away your hunger. Excelsior beer for 75 cents is the cheapest you can find in Ireland and is drinkable.",Lidl
493,"Prices are up, but inside it looks like they're broke and about to move out. The staff is very friendly and drinks are significantly cheaper than in a normal supermarket",Lidl
494,"The store is quite small, so it's pretty tight when there are a lot of people shopping. The selection of items also leaves a lot to be desired.",Lidl
495,"Bare minimum, but a little of almost everything. But in the area Tesco Express and Spar are even smaller.",Lidl
496,"A store a bit like in Romania, only that the products are of better quality, from countries that Romanians do not have access to, and at affordable prices",Lidl
497,A warehouse-type supermarket with low prices and favored by locals? The scale is not that big,Lidl
498,"Almost like in France, except for the origin of the products (+ or - of the country). Not too expensive shopping. Friendly and welcoming.",Lidl
499,Good attention. It's not very big but it covers all the basics.,Lidl
500,"Good price, lots of products but not everything.",Lidl
501,Prices much cheaper than normal in Dublin.,Lidl
502,"Alright. Lots of choices, especially meat replacements for vegetarians.",Lidl
503,Good prices and lots of variety,Lidl
504,"It's enough for every day, there's organic and vegan",Lidl
505,"It's very good, you have different offers every week and compared to other supermarkets this one has very affordable prices",Lidl
506,"The shelves are sad, nothing is arranged logically, not to mention cleanliness...",Lidl
507,"This LIDL is amazing, it has a bakery section where you will find the best chocolate cookies",Lidl
508,Good price and much better products than those in Brazil,Lidl
509,Excellent. They should come and spread this network across Brazil.,Lidl
510,Too many people during covid-19,Lidl
511,"Very affordable prices, with €10 I have survived 2 days 👌 …",Lidl
512,Prices are not always cheaper than traditional supermarkets,Lidl
513,Beautiful Lidl with a fresh bakery not too far from the city,Lidl
514,Lidl is always the same wherever you are.,Lidl
515,"Nice store, not a lot of choice",Lidl
516,"Small Lidl, more typical of a neighborhood store. It does not have or offer as many things as other larger Lidls in the city.",Lidl
517,Well stocked and modestly priced!,Lidl
518,For me always the best,Lidl
519,"Good customer service, good towels and good products, they perfectly meet the price-quality ratio.",Lidl
520,"This store is nostalgic for me, I always liked it",Lidl
521,The prices are really very affordable,Lidl
522,Very good variety and prices,Lidl
523,Very complete and good,Lidl
524,"Great, it has everything. Although it is a small thing",Lidl
525,"Impossible to find fries, only fries, without additives or strange flavors",Lidl
526,A Lidl like the others... Not super clean.,Lidl
527,Very cheap. Much compared to the rest of the city in general,Lidl
528,Optimum quality of products and very variable.,Lidl
529,"Good supermarket, but still a discount store..",Lidl
530,Arrived before 10 p.m.....After no more alcohol sales 😇😵🙃 …,Lidl
531,Ideal for tourists to buy food,Lidl
532,Quality products and affordable prices,Lidl
533,"Cheap, good quality and perfect",Lidl
534,"Another supermarket of the well-known brand, with nothing new to contribute.",Lidl
535,Really nice here!,Lidl
536,Well furnished,Lidl
537,Very good prices...the cheapest in Dublin,Lidl
538,"It's fine, although it doesn't have parking.",Lidl
539,Products more expensive than at Tesco,Lidl
540,"Similar to that of Spain, well organized and well attended",Lidl
541,A little expensive but otherwise good,Lidl
542,Small supermarket... Awesome cookies of different chocolates!,Lidl
543,Ok shop nice selection,Lidl
544,Lovely place in the middle of the road,Lidl
545,You can find everything at reasonable prices,Lidl
546,Quite a few products.,Lidl
547,Very good baked goods to take away,Lidl
548,"Good prices, very good!!",Lidl
549,Not enough until in operation,Lidl
550,Not enough until open,Lidl
551,They don't have much,Lidl
552,Quite positive,Lidl
553,Nice and fast service,Lidl
554,Supermarket with the basics you may need.,Lidl
555,Market with everything cheap,Lidl
556,Good to buy,Lidl
557,normal Lidl :),Lidl
558,Good prices.,Lidl
559,Good and cheap,Lidl
560,Not bad,Lidl
561,The best pro r,Lidl
562,happiness,Lidl
563,An interesting experience.,Lidl
564,Start shop ireland,Lidl
565,very cheap,Lidl
566,Staff relatives,Lidl
567,it's close to home😂 …,Lidl
568,great,Lidl
569,Bright,Lidl
570,Good,Lidl
571,Good,Lidl
572,Peueño,Lidl
573,Ras,Lidl
574,cheap,Lidl
575,Kind,Lidl
576,I liked it 😉😉😉 …,Lidl
577,Lidl in Dublin,Lidl
578,Extra Lidl,Lidl
1,I recommend Lidl Tyrrelstown.  This is the local shop in Tyrrelstown community.  Very clean shop and a lot of variety for your daily shopping. Friendly and useful staff as well. Recommend it 🙌🍆🙌 …,Lidl
2,"Have always come here for shopping and staff are lovely but since the refurbishment, the cleanliness level doesn’t seem the same. There is also a foul smell in the middle of the store of sewage which really puts me off walking down an entire 2 rows as it is disgusting. Not sure why something hasn’t been done about this as I’ve noticed it now for months. The security also seem very intimidating right off the bat. From the moment you walk in the front door you feel as thought you are being watched. They should have a post with cameras where they sit as does the SuperValu security",Lidl
3,Its my local market nd i m happy with quality of products but some new faces in the till are very rude. Regular staff is very nice nd helpful.,Lidl
4,"A good shop not as cheap as it started of with ,you really need to know your prices while shopping as other supermarkets may be cheaper for some items,of course the middle isles are as alway full of bargains.The staff are very polite and helpful,makes for a good atmosphere.",Lidl
5,"Good, easy to get location with very big parking area.
It is always good for quick buy or for bigger weekly shopping.
Nice range of products, not as big as in Tesco or Dunnes, but it is even better for me.",Lidl
6,Recently a lot of daily food hasn't been in stock. Last time cottage cheese was sold here was a good 2 weeks ago and it doesn't look like they're gonna bring it back,Lidl
7,The bakery here is amazing and the staff have always been very helpful and friendly. There's a lot more parking since the renovation in 2022 and the store is also bigger and more modern.,Lidl
8,Easy to shop friendly staff good parking.,Lidl
9,Great Shop Loads of Parking Too!!!,Lidl
10,I have read reviews but when I went I couldn't see much difference in the price but yes it's a good place to buy everything at one place and sometimes it's worth the price....,Lidl
11,"I went to Lidl to buy tiramisu and they said it’s not permitted for under 18s, tiramisu was permitted to be bought for people at any age",Lidl
12,Great look to the new store. Nice and spacious. Plenty of parking with EV chargers and the inclusion of washers and dryers. Highly recommended.,Lidl
13,"I never usually write reviews but I felt like I needed to address this situation. I often shop here as it is my local super market. It is handy for many items. The staff are always kind and helpful. I never usually have any issues… I was doing some shopping with my partner today at approx 4:30pm. As soon as I walked into the store, I felt the security guard’s eyes on me. He acted as if I was guilty from the moment I walked into the store. As I walked through the aisles, he followed me with his eyes and when I walked further, he followed my direction. He made me feel uncomfortable and his behaviour was unacceptable. I am sure I am not the only person who felt this judgement from him. Following people around the store, blankly staring at me while I’m shopping for groceries and even coming so close to my partner that he nearly knocked his shopping out of his hand (no apology). I have never felt this type of hatred from someone in a store. I know that the area isn’t completely safe, but to stare at people and follow them around is completely ridiculous and useless. There was absolutely no need for this. I did not feel safe in the store and I will also reconsider shopping here in the future; especially when Supervalu is just across the road and the security guard there does his job in a way which does not interfere with innocent customers. I suggest the store invests in some cameras and an alarm system rather than having one awful security guard, standing in on side of the store, staring at only one person at a time.",Lidl
14,There's always cues there sure be more tills opens,Lidl
15,"Go here every day to pick of pretty much anything from their bakery which is delicious, personal favourites are these apple turnovers.",Lidl
16,Large variety of products and good prices stays :),Lidl
17,"Always clean, staff always nice and always fully stocked",Lidl
18,The lady in till 2 with spectacles was so rush in counter even there is only 1 person behind me..just throwing of the items after scanning..didn’t expect this kind of attitude so rude…,Lidl
19,It is good place for shopping,Lidl
20,They put a product on the app and say it's free when they never even had the product in store in the first place. Cashier treated the customer with very poor manners and called for the manager to the till to deal with a 'rude customer' when they were only trying to scan the lidl plus app.,Lidl
21,Big place. Business shop food. Good price. Good service,Lidl
22,"Nice spacious store. Plenty of products. Very busy, spacious car park, staff very helpful and friendly.
Worth a visit.",Lidl
23,Terrible for fruit. 95 per cent unripe or else over ripe. Even found mould growing. I complained twice. Zero done but i expected that. Cant get full fat live yogurt. Tired of their inconsistency with supplies. Glad i dont eat cake or ice cream.  Poor quality.  All their Norwegian fish id be afraid to eat. Disgusting smoked salmon and the pates are as bad as Iceland types..,Lidl
24,Love Lidl shops for all the special buys. I just wish they would get more stock of them in. Or do an order system for them. That way they wouldn't be left with loads of stock. This store is quite a large one. They have a huge range of things even without all the special buys. They've really helped to drive down the prices for all their competitors. Staff are friendly and helpful. I'd also love if they had self service check outs as sometimes I go in and only buy a small amount and have to queue behind people with trolley loads. This would make the shopping experience so much better.,Lidl
25,"Many things out of stock, unhelpful and very rude staff members. Irish staff are polite and willing to help, but when it comes to polish, latvian, russian whatever speaking staff, they are mostly rude, ignorant and unhelpful. Should hire better employees for the job.",Lidl
26,"The only reason I give it a 2 star is for the lovely staff,
The biggest issue is the long ques,people are half way up the aisle with only 1 or 2 tills open,I've walked out a few times over waiting to long,there should be an express till for 10 items or less an on busy times open extra tills.",Lidl
27,"I am absolutely disgusted at this shop.
Four times in a row we've noticed the Pip and Pair babyfood has been OUT OF DATE, FOUR TIMES!!!
After the first time we have mentioned it to them we'd expect the problem to be fixed but 3 more times after that it's happened! Very dangerous for babyfood.",Lidl
28,Its Lidl products and prices as usual. Well sticked but thrle high traffic of customers means it can be a little bit grubby.,Lidl
29,"Good selection of products, but the environment is off putting for some people, due to this store employing security guards who are much too in your face when you are just trying to do your shopping peacefully.",Lidl
30,"Watch out if you shop here. Today i saw one of the workers taking inventory take mask off and have a nice misty sneeze all over vegetable and fruit boxes. He said sorry, put his mask back on and continue to take inventory. Wash your fruit and veggies, its middle of pandemic and lockdown!!!",Lidl
31,Staff are nice. But have found when you buy fruit its gone off two days later. Also electrical items are a no go. Everything g breaks.,Lidl
32,"I often use this local Lidl but been going to it less and less over the years. I've seen a dew things happen inside that were not pretty. Seen a white man being racist towards a black man and also seen kids stealing chocolates from the store. Staff is good, always polite and willing to help.",Lidl
33,Spacious...lots of parking ..quite Tyrellstown location,Lidl
34,"I love this store, the staff are very pleasant and friendly including the security guard John. Fresh meat is very tasty and always has plenty on display. So much better and friendlier than the Tyrrelstown store 👍 …",Lidl
35,"Really good selection of food in here and nice enough staff.

Only complaint is at certain times especially in the summer feels the way they store their fruit and veg could be better as it's packages are full of moisture and they go off faster than usual which is rather disapointing :(",Lidl
36,"Always good value for top class veggies,  fruit,  fish and meats.  Wine list gets better and better. Madagascar Vanilla ice cream top marks.",Lidl
37,Very good as always.  This branch in no different to the branch on which I previously commented.  I possibly might mention for any one not familiar with Lidl that checkouts are much faster than most supermarkets. You get through quicker and you pay less.,Lidl
38,Tried to exchange a bottle of wine 20 minutes after purchase and was totally dismissed as it is not their policy. Will never set foot in there again.,Lidl
39,Quality everyday items can be bought here. The company should really look in to their staff. Specially the one that sits on the tills. As of today I was at the till getting my stuff and the girls on the tills kept talking to each other in their native tongue. witch I find very rude as there was customers around and they could be talking and making jokes of us. Sadly this is not the first time.,Lidl
40,Great experience ever time but you need more floor staff for customers to ask questions.Ive offer left without something I want because of lack of staff,Lidl
41,"My favourite supermarket by far. There's an amazing variety of fruit and veg and pretty much everything in the shop. The bakery is always well stocked and you can be assured that everything is fresh and tasty.

Lidl really is the one stop shop for everything you need at home and even things you don't need and didn't know you wanted before :) Their tools are above average quality and are very handy for diy jobs at home. The price of some of the tools could be a bit cheaper as a higher quality brand is in the same price bracket as a few of their tools.

Overall a great experience at Lidl.",Lidl
42,"Now and again I like a bottle of wine.  I usually look out for the 3 for €25 special.  On one particular visit to my local lidl store, I had seen the 3 for €25 sign so I made my way towards the wine section and began to pick my 3 bottles of wine.  The sign was actually very confusing because while at the checkout I Was told my choice of wine came to over  €35. I had told the man at the checkout that I picked from the  3 for  €25 section.  He went over had a look and came back.  He then put my 3 chosen bottles of wine to the side and completely  ignored my pleas for him to check again. I had also told him the signs were very misleading and incorrect but  I was just ignored again.  I left the shop extremely angry!  In my opinion this was deliberate! The signs are there to confuse people into thinking they are getting a good deal.  So when at the checkout instead of kicking up a fuss they end up paying over  €35 instead of the €25 they had originally  planned to spend!  This was not the first time I had experienced this! The signs are clearly misleading and need to be changed sooner rather than later!",Lidl
43,Good range of products - reasonably priced-friendly and helpful staff.,Lidl
44,Is close before time,Lidl
45,"Great to have this store back and its better, bigger and brighter. Fantastic!!",Lidl
46,"Okay....
Que can be quite long at times.
Quality of fruit and veg is good.
Middle aisle has gotten more expensive recent weeks.",Lidl
47,"Best fruits&veggies comparing to other supermarkets. Bakery is super nice, especially the new donuts range. Kids biscuits/juice/crisps multi packs are soo good! Highly recommend!",Lidl
48,"Came today to buy some groceries, hoping everything would go smoothly as most of the times but once I reached the till, finished purchasing, the woman staff asked me do you want receipt and I said yes but then was left standing there waiting for that bloody receipt for bleedin 10 mins, while she served other customer. Soon after she finished serving the other customer I told her in a frustrated way where is my receipt? She replied did you buy something, I said yes and you told me you'll give me the receipt but she said no I didn't. We kept on arguing and eventually just left the shop very unhappy with the shopping experience. The staff member was either Latvian, polish or moldovian. Very rude, ignorant and unprofessional. Lastly I advice anyone reading this to visit blanchardstown Lidl instead of Tyrrellstown
one, they're better staff working there and more stock.",Lidl
49,"You can almost get everything you would normally buy in your local shops.items on special offers, sell out very fast.Lidl supply a picture magazine for items on offer in the next two weeks.Staff are extra helpful and polite.Huge amount of foodstuffs very cheap.  Very popular with buying public.they are also online.",Lidl
50,"With Regret I had no option other than put down my intended shopping on a empty checkout and leave the shop Haveing completed my shop of aprox 10 items I approached checkout still serving a customer, to be barked at by operator closed.... Other two checkouts had aprox 10/12 people queuing berween them with large amounts of shopping meening a long wait.... I won't be back.",Lidl
51,"you will always wait a long time to pay, never it is full, always empty and has no bread, it is very messy and a 1 star is too much.  Close these shopp nothing good there",Lidl
52,"Live this store in blakestown. It's huge,  the same design as the one in Newry.  Lots of space, isles are nice and wide.  Just love the layout.",Lidl
53,There were very limited stock in the freezer chest and shelves today. I was not able to buy all I wanted and i have only limited days doing my grocery. I'm disappointed,Lidl
